statement_id,significance
8339,Pathogenic
8340,Pathogenic
8341,Pathogenic
8342,Pathogenic/Likely pathogenic
8343,Pathogenic/Likely pathogenic
8344,Pathogenic
8345,Pathogenic/Likely pathogenic
8346,Pathogenic/Likely pathogenic
8347,Pathogenic
8348,Pathogenic
8349,Pathogenic
8350,Pathogenic
8351,Benign/Likely benign
8352,Benign/Likely benign
8353,Benign/Likely benign
8354,Benign/Likely benign
8355,Pathogenic
8356,Pathogenic
8357,Pathogenic
8358,Pathogenic
8359,Pathogenic
8360,Pathogenic
8361,Pathogenic
8362,Pathogenic
8363,Pathogenic
8364,Pathogenic
8365,Conflicting interpretations of pathogenicity
8366,Conflicting interpretations of pathogenicity
8367,Conflicting interpretations of pathogenicity
8368,Pathogenic
8369,Pathogenic
8370,Pathogenic
8371,Pathogenic
8372,Pathogenic
8373,Pathogenic
8374,Pathogenic
8375,Pathogenic
8376,Pathogenic
8377,Conflicting interpretations of pathogenicity
8378,Conflicting interpretations of pathogenicity
8379,Conflicting interpretations of pathogenicity
8380,Pathogenic
8381,Pathogenic
8382,Pathogenic/Likely pathogenic
8383,Pathogenic/Likely pathogenic
8384,Pathogenic
8385,Pathogenic
8386,Pathogenic
8387,Pathogenic
8388,Likely pathogenic
8389,Likely pathogenic
8390,Likely pathogenic
8391,Pathogenic/Likely pathogenic
8392,Pathogenic/Likely pathogenic
8393,Pathogenic/Likely pathogenic
8394,Pathogenic/Likely pathogenic
8395,Pathogenic
8396,Pathogenic
8397,Pathogenic
8398,Pathogenic
8399,Pathogenic
8400,Pathogenic
8401,Pathogenic
8402,Pathogenic
8403,Pathogenic
8404,Pathogenic
8405,Pathogenic
8406,Pathogenic
8407,Pathogenic
8408,Pathogenic
8409,Pathogenic
8410,Conflicting interpretations of pathogenicity
8411,Pathogenic
8412,Pathogenic
8413,Likely pathogenic
8414,Likely pathogenic
8415,Uncertain significance
8416,Pathogenic
8417,Pathogenic
8418,Pathogenic
8419,Pathogenic
8420,Pathogenic
8421,Pathogenic
8422,Pathogenic
8423,Pathogenic
8424,Pathogenic
8425,Pathogenic
8426,Pathogenic
8427,Pathogenic
8428,Pathogenic
8429,Conflicting interpretations of pathogenicity
8430,Conflicting interpretations of pathogenicity
8431,Conflicting interpretations of pathogenicity
8432,Pathogenic
8433,Pathogenic
8434,Pathogenic
8435,Pathogenic
8436,Pathogenic
8437,Pathogenic
8438,Pathogenic
8439,Pathogenic
8440,Pathogenic
8441,Pathogenic
8442,Pathogenic
8443,Pathogenic
8444,Pathogenic
8445,Pathogenic
8446,Pathogenic
8447,Pathogenic/Likely pathogenic
8448,Pathogenic/Likely pathogenic
8449,Pathogenic
8450,Pathogenic
8451,Pathogenic
8452,Uncertain significance
8453,Pathogenic
8454,Pathogenic
8455,Pathogenic/Likely pathogenic
8456,Pathogenic/Likely pathogenic
8457,Benign
8458,Benign
8459,Benign
8460,Pathogenic
8461,Pathogenic
8462,Pathogenic
8463,Uncertain significance
8464,Uncertain significance
8465,Pathogenic
8466,Likely pathogenic
8467,Pathogenic
8468,Pathogenic
8469,Pathogenic
8470,Pathogenic
8471,Pathogenic
8472,Pathogenic
8473,Pathogenic
8474,Pathogenic
8475,Pathogenic
8476,Pathogenic
8477,Pathogenic
8478,Benign
8479,Benign
8480,Pathogenic
8481,Pathogenic
8482,Pathogenic
8483,Pathogenic
8484,Pathogenic
8485,Pathogenic
8486,Pathogenic
8487,Pathogenic
8488,Benign
8489,Benign
8490,Conflicting interpretations of pathogenicity
8491,Pathogenic
8492,Pathogenic/Likely pathogenic
8493,Pathogenic/Likely pathogenic
8494,Pathogenic/Likely pathogenic
8495,Benign
8496,Pathogenic
8497,Pathogenic
8498,Pathogenic
8499,Likely pathogenic
8500,Pathogenic
8501,Pathogenic
8502,Pathogenic
8503,Pathogenic/Likely pathogenic
8504,Pathogenic/Likely pathogenic
8505,Conflicting interpretations of pathogenicity
8506,Pathogenic
8507,Pathogenic
8508,Pathogenic
8509,Pathogenic
8510,Uncertain significance
8511,Pathogenic
8512,risk factor
8513,Conflicting interpretations of pathogenicity
8514,Conflicting interpretations of pathogenicity
8515,Conflicting interpretations of pathogenicity
8516,Conflicting interpretations of pathogenicity
8517,Pathogenic
8518,Pathogenic
8519,Pathogenic
8520,Pathogenic
8521,Pathogenic
8522,Pathogenic
8523,Pathogenic
8524,Pathogenic
8525,Pathogenic
8526,Likely pathogenic
8527,Likely pathogenic
8528,Pathogenic
8529,Likely pathogenic
8530,Pathogenic
8531,Likely pathogenic
8532,Likely pathogenic
8533,Pathogenic
8534,Uncertain significance
8535,Uncertain significance
8536,Pathogenic
8537,Pathogenic
8538,Pathogenic
8539,Uncertain significance
8540,Uncertain significance
8541,Pathogenic
8542,Pathogenic
8543,Conflicting interpretations of pathogenicity
8544,Pathogenic
8545,Uncertain significance
8546,Uncertain significance
8547,Pathogenic
8548,Pathogenic/Likely pathogenic
8549,Pathogenic/Likely pathogenic
8550,Pathogenic/Likely pathogenic
8551,Pathogenic/Likely pathogenic
8552,Pathogenic/Likely pathogenic
8553,Pathogenic/Likely pathogenic
8554,Pathogenic/Likely pathogenic
8555,Pathogenic
8556,Pathogenic
8557,Pathogenic
8558,Pathogenic
8559,Uncertain significance
8560,Pathogenic
8561,Pathogenic
8562,Uncertain significance
8563,Pathogenic
8564,Pathogenic
8565,Pathogenic
8566,Pathogenic
8567,Pathogenic
8568,Pathogenic
8569,Pathogenic/Likely pathogenic
8570,Pathogenic/Likely pathogenic
8571,Pathogenic/Likely pathogenic
8572,Pathogenic
8573,Pathogenic
8574,Benign/Likely benign
8575,Benign/Likely benign
8576,Benign/Likely benign
8577,Benign/Likely benign
8578,Benign/Likely benign
8579,Benign/Likely benign
8580,Pathogenic
8581,Pathogenic
8582,Pathogenic
8583,Pathogenic
8584,Uncertain significance
8585,Uncertain significance
8586,Uncertain significance
8587,Uncertain significance
8588,Pathogenic
8589,Pathogenic
8590,Uncertain significance
8591,Pathogenic
8592,Pathogenic
8593,Conflicting interpretations of pathogenicity
8594,Conflicting interpretations of pathogenicity
8595,Pathogenic
8596,Pathogenic
8597,Pathogenic
8598,Pathogenic
8599,Pathogenic
8600,Pathogenic
8601,Pathogenic
8602,Pathogenic
8603,Pathogenic/Likely pathogenic
8604,Pathogenic/Likely pathogenic
8605,Pathogenic/Likely pathogenic
8606,Pathogenic
8607,Pathogenic
8608,Pathogenic
8609,Pathogenic/Likely pathogenic
8610,Likely pathogenic
8611,Pathogenic
8612,Pathogenic/Likely pathogenic
8613,Pathogenic/Likely pathogenic
8614,Pathogenic
8615,Pathogenic
8616,Pathogenic/Likely pathogenic
8617,Pathogenic
8618,Pathogenic/Likely pathogenic
8619,Pathogenic
8620,Likely pathogenic
8621,Pathogenic
8622,Pathogenic
8623,Pathogenic/Likely pathogenic
8624,Pathogenic
8625,Pathogenic
8626,Pathogenic
8627,Pathogenic
8628,Pathogenic
8629,Pathogenic
8630,Conflicting interpretations of pathogenicity
8631,Pathogenic/Likely pathogenic
8632,Pathogenic/Likely pathogenic
8633,Pathogenic/Likely pathogenic
8634,Pathogenic/Likely pathogenic
8635,Pathogenic
8636,Pathogenic
8637,Pathogenic
8638,Pathogenic
8639,Pathogenic
8640,Pathogenic
8641,Pathogenic
8642,Pathogenic
8643,Conflicting interpretations of pathogenicity
8644,Conflicting interpretations of pathogenicity
8645,Conflicting interpretations of pathogenicity
8646,Conflicting interpretations of pathogenicity
8647,Conflicting interpretations of pathogenicity
8648,Conflicting interpretations of pathogenicity
8649,Conflicting interpretations of pathogenicity
8650,Pathogenic
8651,Pathogenic
8652,Pathogenic
8653,Conflicting interpretations of pathogenicity
8654,Conflicting interpretations of pathogenicity
8655,Conflicting interpretations of pathogenicity
8656,Conflicting interpretations of pathogenicity
8657,Conflicting interpretations of pathogenicity
8658,Pathogenic
8659,Conflicting interpretations of pathogenicity
8660,Pathogenic
8661,Pathogenic
8662,Pathogenic
8663,Pathogenic
8664,Pathogenic
8665,Pathogenic
8666,Pathogenic
8667,Pathogenic
8668,Pathogenic
8669,Pathogenic
8670,Pathogenic
8671,Likely pathogenic
8672,Likely pathogenic
8673,Benign
8674,Benign
8675,Uncertain significance
8676,Pathogenic
8677,Pathogenic
8678,Pathogenic
8679,Uncertain significance
8680,Uncertain significance
8681,Uncertain significance
8682,Uncertain significance
8683,Pathogenic
8684,Pathogenic
8685,Pathogenic
8686,Pathogenic
8687,Pathogenic
8688,Pathogenic/Likely pathogenic
8689,Pathogenic/Likely pathogenic
8690,Pathogenic
8691,Uncertain significance
8692,Uncertain significance
8693,Pathogenic
8694,Pathogenic
8695,Pathogenic
8696,Pathogenic
8697,Pathogenic
8698,Pathogenic/Likely pathogenic
8699,Pathogenic/Likely pathogenic
8700,Pathogenic/Likely pathogenic
8701,Pathogenic/Likely pathogenic
8702,Pathogenic/Likely pathogenic
8703,Pathogenic/Likely pathogenic
8704,Pathogenic
8705,Pathogenic
8706,Pathogenic
8707,Pathogenic/Likely pathogenic
8708,Pathogenic/Likely pathogenic
8709,Pathogenic/Likely pathogenic
8710,Pathogenic
8711,Pathogenic
8712,Pathogenic
8713,Pathogenic
8714,Pathogenic
8715,Pathogenic
8716,Pathogenic
8717,Pathogenic
8718,Pathogenic
8719,Pathogenic
8720,Pathogenic
8721,Pathogenic
8722,Pathogenic
8723,Pathogenic
8724,Pathogenic
8725,Pathogenic
8726,Uncertain significance
8727,Pathogenic
8728,Pathogenic
8729,Pathogenic
8730,Pathogenic
8731,Pathogenic
8732,Pathogenic
8733,Pathogenic
8734,Pathogenic
8735,Pathogenic
8736,Pathogenic
8737,Pathogenic
8738,Pathogenic
8739,Pathogenic
8740,Pathogenic
8741,Pathogenic
8742,Pathogenic
8743,Likely pathogenic
8744,Likely pathogenic
8745,Likely pathogenic
8746,Likely pathogenic
8747,Pathogenic
8748,Pathogenic
8749,Pathogenic
8750,Pathogenic
8751,Pathogenic
8752,Pathogenic
8753,Pathogenic
8754,Pathogenic
8755,Pathogenic
8756,Pathogenic
8757,Pathogenic
8758,Pathogenic
8759,Pathogenic
8760,Pathogenic
8761,Likely pathogenic
8762,Likely pathogenic
8763,Pathogenic
8764,Pathogenic
8765,Pathogenic
8766,Pathogenic
8767,Pathogenic
8768,Pathogenic
8769,Pathogenic
8770,Pathogenic
8771,Pathogenic
8772,Pathogenic
8773,Pathogenic
8774,Pathogenic
8775,Pathogenic
8776,Pathogenic
8777,Pathogenic
8778,Pathogenic
8779,Pathogenic
8780,Pathogenic
8781,Pathogenic
8782,Pathogenic
8783,Pathogenic
8784,Pathogenic
8785,Pathogenic
8786,Pathogenic
8787,Pathogenic
8788,Pathogenic
8789,Likely pathogenic
8790,Likely pathogenic
8791,Pathogenic
8792,Pathogenic
8793,Pathogenic
8794,Pathogenic
8795,Pathogenic
8796,Pathogenic
8797,Pathogenic
8798,Pathogenic
8799,Pathogenic
8800,Pathogenic
8801,Pathogenic
8802,Pathogenic
8803,Pathogenic
8804,Pathogenic
8805,Pathogenic
8806,Pathogenic
8807,Pathogenic
8808,Pathogenic
8809,Pathogenic
8810,Pathogenic
8811,Uncertain significance
8812,Uncertain significance
8813,Uncertain significance
8814,Uncertain significance
8815,Uncertain significance
8816,Uncertain significance
8817,Uncertain significance
8818,Uncertain significance
8819,Likely pathogenic
8820,Likely pathogenic
8821,Pathogenic
8822,Pathogenic
8823,Pathogenic
8824,Likely pathogenic
8825,Likely pathogenic
8826,Likely pathogenic
8827,Likely pathogenic
8828,Pathogenic/Likely pathogenic
8829,Pathogenic/Likely pathogenic
8830,Pathogenic/Likely pathogenic
8831,Pathogenic
8832,Pathogenic
8833,Pathogenic
8834,Pathogenic
8835,Pathogenic
8836,Pathogenic
8837,Pathogenic
8838,Pathogenic
8839,Pathogenic
8840,Pathogenic
8841,Pathogenic
8842,Pathogenic
8843,Conflicting interpretations of pathogenicity
8844,Conflicting interpretations of pathogenicity
8845,Pathogenic
8846,Pathogenic
8847,Pathogenic
8848,no interpretation for the single variant
8849,Pathogenic
8850,Pathogenic
8851,Pathogenic
8852,Uncertain significance
8853,Uncertain significance
8854,Conflicting interpretations of pathogenicity
8855,Conflicting interpretations of pathogenicity
8856,Conflicting interpretations of pathogenicity
8857,Conflicting interpretations of pathogenicity
8858,Conflicting interpretations of pathogenicity
8859,Conflicting interpretations of pathogenicity
8860,Conflicting interpretations of pathogenicity
8861,Conflicting interpretations of pathogenicity
8862,Conflicting interpretations of pathogenicity
8863,Conflicting interpretations of pathogenicity
8864,Conflicting interpretations of pathogenicity
8865,Conflicting interpretations of pathogenicity
8866,Conflicting interpretations of pathogenicity
8867,Conflicting interpretations of pathogenicity
8868,Conflicting interpretations of pathogenicity
8869,Conflicting interpretations of pathogenicity
8870,Conflicting interpretations of pathogenicity
8871,Conflicting interpretations of pathogenicity
8872,Conflicting interpretations of pathogenicity
8873,Uncertain significance
8874,Pathogenic/Likely pathogenic
8875,Pathogenic/Likely pathogenic
8876,Pathogenic/Likely pathogenic
8877,Pathogenic/Likely pathogenic
8878,Pathogenic/Likely pathogenic
8879,Pathogenic/Likely pathogenic
8880,Pathogenic
8881,Conflicting interpretations of pathogenicity
8882,Conflicting interpretations of pathogenicity
8883,Conflicting interpretations of pathogenicity
8884,Conflicting interpretations of pathogenicity
8885,Conflicting interpretations of pathogenicity
8886,Conflicting interpretations of pathogenicity
8887,Conflicting interpretations of pathogenicity
8888,Conflicting interpretations of pathogenicity
8889,Conflicting interpretations of pathogenicity
8890,Benign/Likely benign
8891,Benign/Likely benign
8892,Benign/Likely benign
8893,Benign/Likely benign
8894,Benign/Likely benign
8895,Benign/Likely benign
8896,Likely pathogenic
8897,Conflicting interpretations of pathogenicity
8898,Conflicting interpretations of pathogenicity
8899,Conflicting interpretations of pathogenicity
8900,Conflicting interpretations of pathogenicity
8901,Conflicting interpretations of pathogenicity
8902,Conflicting interpretations of pathogenicity
8903,Conflicting interpretations of pathogenicity
8904,Conflicting interpretations of pathogenicity
8905,Conflicting interpretations of pathogenicity
8906,Conflicting interpretations of pathogenicity
8907,Conflicting interpretations of pathogenicity
8908,Conflicting interpretations of pathogenicity
8909,Conflicting interpretations of pathogenicity
8910,Conflicting interpretations of pathogenicity
8911,Conflicting interpretations of pathogenicity
8912,Conflicting interpretations of pathogenicity
8913,Conflicting interpretations of pathogenicity
8914,Conflicting interpretations of pathogenicity
8915,Conflicting interpretations of pathogenicity
8916,Pathogenic
8917,Pathogenic/Likely pathogenic
8918,Pathogenic/Likely pathogenic
8919,Pathogenic/Likely pathogenic
8920,Pathogenic/Likely pathogenic
8921,Pathogenic/Likely pathogenic
8922,Pathogenic/Likely pathogenic
8923,Pathogenic/Likely pathogenic
8924,Pathogenic/Likely pathogenic
8925,Pathogenic/Likely pathogenic
8926,Pathogenic
8927,Pathogenic/Likely pathogenic
8928,Pathogenic/Likely pathogenic
8929,Pathogenic/Likely pathogenic
8930,Pathogenic/Likely pathogenic
8931,Pathogenic/Likely pathogenic
8932,Pathogenic/Likely pathogenic
8933,Pathogenic/Likely pathogenic
8934,Conflicting interpretations of pathogenicity
8935,Conflicting interpretations of pathogenicity
8936,Conflicting interpretations of pathogenicity
8937,Conflicting interpretations of pathogenicity
8938,Conflicting interpretations of pathogenicity
8939,Conflicting interpretations of pathogenicity
8940,Conflicting interpretations of pathogenicity
8941,Conflicting interpretations of pathogenicity
8942,Conflicting interpretations of pathogenicity
8943,Conflicting interpretations of pathogenicity
8944,Conflicting interpretations of pathogenicity
8945,Conflicting interpretations of pathogenicity
8946,Conflicting interpretations of pathogenicity
8947,Conflicting interpretations of pathogenicity
8948,Conflicting interpretations of pathogenicity
8949,Pathogenic/Likely pathogenic
8950,Pathogenic/Likely pathogenic
8951,Pathogenic/Likely pathogenic
8952,Pathogenic/Likely pathogenic
8953,Pathogenic/Likely pathogenic
8954,Pathogenic/Likely pathogenic
8955,Pathogenic/Likely pathogenic
8956,Pathogenic/Likely pathogenic
8957,Pathogenic/Likely pathogenic
8958,Pathogenic/Likely pathogenic
8959,Pathogenic/Likely pathogenic
8960,Pathogenic/Likely pathogenic
8961,Pathogenic/Likely pathogenic
8962,Pathogenic
8963,Pathogenic
8964,Pathogenic/Likely pathogenic
8965,Pathogenic/Likely pathogenic
8966,Pathogenic/Likely pathogenic
8967,Conflicting interpretations of pathogenicity
8968,Conflicting interpretations of pathogenicity
8969,Conflicting interpretations of pathogenicity
8970,Conflicting interpretations of pathogenicity
8971,Conflicting interpretations of pathogenicity
8972,Conflicting interpretations of pathogenicity
8973,Conflicting interpretations of pathogenicity
8974,Conflicting interpretations of pathogenicity
8975,Conflicting interpretations of pathogenicity
8976,Conflicting interpretations of pathogenicity
8977,Conflicting interpretations of pathogenicity
8978,Benign
8979,risk factor
8980,Benign
8981,Pathogenic
8982,Pathogenic
8983,Pathogenic
8984,Pathogenic
8985,Pathogenic
8986,Pathogenic
8987,Pathogenic
8988,Pathogenic
8989,Pathogenic
8990,Pathogenic
8991,Pathogenic
8992,Pathogenic
8993,Pathogenic
8994,Pathogenic
8995,Pathogenic
8996,Pathogenic
8997,Pathogenic
8998,Pathogenic
8999,Pathogenic
9000,Pathogenic
9001,Pathogenic
9002,Pathogenic
9003,Conflicting interpretations of pathogenicity
9004,Conflicting interpretations of pathogenicity
9005,Conflicting interpretations of pathogenicity
9006,Conflicting interpretations of pathogenicity
9007,Pathogenic
9008,Pathogenic
9009,Pathogenic
9010,Pathogenic
9011,Pathogenic
9012,Pathogenic
9013,Pathogenic
9014,Likely pathogenic
9015,Likely pathogenic
9016,Pathogenic
9017,Pathogenic
9018,Pathogenic
9019,Pathogenic
9020,Pathogenic
9021,Pathogenic
9022,Uncertain significance
9023,Uncertain significance
9024,Pathogenic
9025,Pathogenic
9026,Pathogenic
9027,Pathogenic
9028,Pathogenic
9029,Likely pathogenic
9030,Likely pathogenic
9031,Likely benign
9032,Likely benign
9033,Likely benign
9034,Likely benign
9035,Pathogenic
9036,Pathogenic
9037,Pathogenic
9038,Likely benign
9039,Likely benign
9040,Likely benign
9041,Likely benign
9042,Uncertain significance
9043,Uncertain significance
9044,Likely pathogenic
9045,Likely pathogenic
9046,Likely pathogenic
9047,Likely pathogenic
9048,Likely pathogenic
9049,Likely pathogenic
9050,Likely pathogenic
9051,Pathogenic
9052,Pathogenic
9053,Pathogenic
9054,Pathogenic
9055,Pathogenic
9056,Pathogenic
9057,Pathogenic
9058,Pathogenic
9059,Pathogenic
9060,Pathogenic
9061,Pathogenic
9062,Pathogenic
9063,Pathogenic
9064,Pathogenic
9065,Pathogenic
9066,Pathogenic
9067,Pathogenic
9068,Pathogenic
9069,Uncertain significance
9070,Pathogenic
9071,Pathogenic
9072,Pathogenic/Likely pathogenic
9073,Pathogenic/Likely pathogenic
9074,Pathogenic
9075,Pathogenic
9076,Pathogenic
9077,Pathogenic
9078,Pathogenic
9079,Pathogenic
9080,Pathogenic
9081,Pathogenic
9082,Pathogenic
9083,Pathogenic
9084,Pathogenic/Likely pathogenic
9085,Pathogenic/Likely pathogenic
9086,Pathogenic/Likely pathogenic
9087,Uncertain significance
